Id,Brand,Product_Name,Price,Category,Subcategory,Material,Percentage_Material,Material_CO2,Material_Water,Material_Energy,Material_Chemical,Care_Instruction,Care_CO2,Care_Energy,Care_Water,Origin,Origin_Grid,Origin_Transport,Origin_Manufacturing,Certificate1,Cert1_Bonus,Certificate2,Cert2_Bonus,Price_num
855,H&M,Sweater Cropped,€ 27.54,Woman,Sweater,Merino Wool,39.2,16.0,900.0,170.0,48.0,Hand wash,0.015,0.2,8.0,India,0.5,0.4,0.65,,0.0,,0.0,27.54
855,H&M,Sweater Cropped,€ 27.54,Woman,Sweater,Elastane,60.8,9.0,50.0,150.0,45.0,Hand wash,0.015,0.2,8.0,India,0.5,0.4,0.65,,0.0,,0.0,27.54
856,Zara,Sweater Ribbed,€ 47.00,Man,Sweater,Recycled Cashmere,54.6,5.0,150.0,50.0,15.0,Hand wash,0.015,0.2,8.0,India,0.5,0.4,0.65,,0.0,,0.0,47.0
856,Zara,Sweater Ribbed,€ 47.00,Man,Sweater,Cashmere,13.2,30.0,700.0,200.0,60.0,Hand wash,0.015,0.2,8.0,India,0.5,0.4,0.65,,0.0,,0.0,47.0
856,Zara,Sweater Ribbed,€ 47.00,Man,Sweater,Acrylic,32.2,6.0,30.0,110.0,40.0,Hand wash,0.015,0.2,8.0,India,0.5,0.4,0.65,,0.0,,0.0,47.0
857,Penneys,Sweater Cropped,€ 13.89,Man,Sweater,Cotton,30.3,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,,0.0,,0.0,13.89
857,Penneys,Sweater Cropped,€ 13.89,Man,Sweater,Organic Cotton,69.7,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,,0.0,,0.0,13.89
858,Zara,Jacket Ribbed,€ 58.15,Woman,Jacket,Acrylic,100.0,6.0,30.0,110.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,Oeko-Tex 100,0.1,,0.0,58.15
859,Patagonia,Sweater Cropped,€ 112.88,Woman,Sweater,Recycled Cashmere,15.1,5.0,150.0,50.0,15.0,Hand wash,0.015,0.2,8.0,Italy,0.3,0.1,0.35,Fair Trade,0.2,,0.0,112.88
859,Patagonia,Sweater Cropped,€ 112.88,Woman,Sweater,Cotton,7.9,6.0,2700.0,55.0,40.0,Hand wash,0.015,0.2,8.0,Italy,0.3,0.1,0.35,Fair Trade,0.2,,0.0,112.88
859,Patagonia,Sweater Cropped,€ 112.88,Woman,Sweater,Organic Cotton,77.0,3.2,1800.0,40.0,20.0,Hand wash,0.015,0.2,8.0,Italy,0.3,0.1,0.35,Fair Trade,0.2,,0.0,112.88
860,H&M,Sweater Ribbed,€ 29.44,Woman,Sweater,Cotton,77.5,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,,0.0,,0.0,29.44
860,H&M,Sweater Ribbed,€ 29.44,Woman,Sweater,Recycled Acrylic,22.5,3.5,15.0,55.0,20.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,,0.0,,0.0,29.44
861,Patagonia,Jacket Textured,€ 293.10,Man,Jacket,Acrylic,100.0,6.0,30.0,110.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,Fair Trade,0.2,,0.0,293.1
862,Zara,Jumper Oversized,€ 42.73,Man,Jumper,Recycled Polyester,100.0,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,,0.0,,0.0,42.73
863,Patagonia,Jumper Slim Fit,€ 116.30,Man,Jumper,Merino Wool,100.0,16.0,900.0,170.0,48.0,Hand wash,0.015,0.2,8.0,India,0.5,0.4,0.65,Fair Trade,0.2,Bluesign,0.2,116.3
864,Zara,Tshirt Cropped,€ 23.78,Man,Tshirt,Organic Cotton,100.0,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,China,0.65,0.4,0.6,BCI Cotton,0.05,,0.0,23.78
865,Penneys,Jumper Ribbed,€ 12.95,Woman,Jumper,Organic Cotton,100.0,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,,0.0,,0.0,12.95
866,H&M,Jumper Oversized,€ 36.49,Man,Jumper,Merino Wool,100.0,16.0,900.0,170.0,48.0,Hand wash,0.015,0.2,8.0,Italy,0.3,0.1,0.35,,0.0,,0.0,36.49
867,Patagonia,Jacket Textured,€ 135.82,Woman,Jacket,Recycled Nylon,19.3,5.0,20.0,70.0,18.0,Hand wash,0.015,0.2,8.0,Turkey,0.4,0.2,0.45,Fair Trade,0.2,Bluesign,0.2,135.82
867,Patagonia,Jacket Textured,€ 135.82,Woman,Jacket,Wool,29.9,14.0,800.0,160.0,45.0,Hand wash,0.015,0.2,8.0,Turkey,0.4,0.2,0.45,Fair Trade,0.2,Bluesign,0.2,135.82
867,Patagonia,Jacket Textured,€ 135.82,Woman,Jacket,Cotton,50.8,6.0,2700.0,55.0,40.0,Hand wash,0.015,0.2,8.0,Turkey,0.4,0.2,0.45,Fair Trade,0.2,Bluesign,0.2,135.82
868,Penneys,Jumper Regular Fit,€ 20.19,Man,Jumper,Cashmere,100.0,30.0,700.0,200.0,60.0,Hand wash,0.015,0.2,8.0,India,0.5,0.4,0.65,,0.0,,0.0,20.19
869,Patagonia,Tshirt Cropped,€ 52.97,Woman,Tshirt,Lyocell,100.0,3.0,200.0,45.0,15.0,Machine wash 30°C,0.04,0.5,15.0,Cambodia,0.55,0.45,0.75,Fair Trade,0.2,Bluesign,0.2,52.97
870,H&M,Tshirt Oversized,€ 14.69,Man,Tshirt,Lyocell,24.4,3.0,200.0,45.0,15.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,,0.0,,0.0,14.69
870,H&M,Tshirt Oversized,€ 14.69,Man,Tshirt,Recycled Polyester,28.8,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,,0.0,,0.0,14.69
870,H&M,Tshirt Oversized,€ 14.69,Man,Tshirt,Organic Cotton,46.8,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,,0.0,,0.0,14.69
871,Zara,Jacket Slim Fit,€ 70.77,Woman,Jacket,Polyester,100.0,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,,0.0,,0.0,70.77
872,Zara,Sweater Textured,€ 41.51,Woman,Sweater,Organic Cotton,7.5,3.2,1800.0,40.0,20.0,Hand wash,0.015,0.2,8.0,Vietnam,0.45,0.35,0.55,,0.0,,0.0,41.51
872,Zara,Sweater Textured,€ 41.51,Woman,Sweater,Merino Wool,89.2,16.0,900.0,170.0,48.0,Hand wash,0.015,0.2,8.0,Vietnam,0.45,0.35,0.55,,0.0,,0.0,41.51
872,Zara,Sweater Textured,€ 41.51,Woman,Sweater,Recycled Acrylic,3.3,3.5,15.0,55.0,20.0,Hand wash,0.015,0.2,8.0,Vietnam,0.45,0.35,0.55,,0.0,,0.0,41.51
873,H&M,Sweater Slim Fit,€ 26.27,Man,Sweater,Cotton,100.0,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,,0.0,,0.0,26.27
874,Patagonia,Jacket Oversized,€ 291.57,Woman,Jacket,Nylon,100.0,8.5,40.0,140.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,Fair Trade,0.2,Bluesign,0.2,291.57
875,Zara,Sweater Textured,€ 49.95,Man,Sweater,Organic Cotton,100.0,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,BCI Cotton,0.05,,0.0,49.95
876,Zara,Jacket Cropped,€ 62.33,Woman,Jacket,Recycled Polyester,58.5,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,62.33
876,Zara,Jacket Cropped,€ 62.33,Woman,Jacket,Nylon,41.5,8.5,40.0,140.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,62.33
877,Patagonia,Jumper Asymmetric,€ 200.71,Woman,Jumper,Recycled Acrylic,100.0,3.5,15.0,55.0,20.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,Fair Trade,0.2,Bluesign,0.2,200.71
878,H&M,Jumper Slim Fit,€ 32.42,Woman,Jumper,Cotton,100.0,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,,0.0,,0.0,32.42
879,H&M,Tshirt Cropped,€ 10.66,Woman,Tshirt,Polyester,100.0,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,,0.0,,0.0,10.66
880,H&M,Jacket Asymmetric,€ 79.41,Man,Jacket,Polyester,100.0,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,,0.0,,0.0,79.41
881,H&M,Jumper Textured,€ 19.18,Man,Jumper,Recycled Acrylic,100.0,3.5,15.0,55.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Cambodia,0.55,0.45,0.75,,0.0,,0.0,19.18
882,Zara,Jumper Regular Fit,€ 35.80,Man,Jumper,Merino Wool,100.0,16.0,900.0,170.0,48.0,Hand wash,0.015,0.2,8.0,Bangladesh,0.55,0.45,0.7,,0.0,,0.0,35.8
883,Zara,Tshirt Slim Fit,€ 23.08,Woman,Tshirt,Polyester,100.0,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,,0.0,,0.0,23.08
884,Penneys,Sweater Asymmetric,€ 9.14,Woman,Sweater,Elastane,100.0,9.0,50.0,150.0,45.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,,0.0,,0.0,9.14
885,Patagonia,Tshirt Textured,€ 59.13,Woman,Tshirt,Recycled Polyester,86.6,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,Fair Trade,0.2,Bluesign,0.2,59.13
885,Patagonia,Tshirt Textured,€ 59.13,Woman,Tshirt,Recycled Cotton,2.5,2.0,500.0,20.0,10.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,Fair Trade,0.2,Bluesign,0.2,59.13
885,Patagonia,Tshirt Textured,€ 59.13,Woman,Tshirt,Lyocell,10.9,3.0,200.0,45.0,15.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,Fair Trade,0.2,Bluesign,0.2,59.13
886,Zara,Sweater Cropped,€ 46.65,Woman,Sweater,Elastane,100.0,9.0,50.0,150.0,45.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,,0.0,,0.0,46.65
887,Zara,Tshirt Ribbed,€ 10.42,Woman,Tshirt,Lyocell,100.0,3.0,200.0,45.0,15.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,Oeko-Tex 100,0.1,,0.0,10.42
888,H&M,Jumper Oversized,€ 27.47,Woman,Jumper,Wool,100.0,14.0,800.0,160.0,45.0,Hand wash,0.015,0.2,8.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,27.47
889,Patagonia,Sweater Ribbed,€ 141.72,Woman,Sweater,Acrylic,48.5,6.0,30.0,110.0,40.0,Hand wash,0.015,0.2,8.0,Cambodia,0.55,0.45,0.75,Fair Trade,0.2,,0.0,141.72
889,Patagonia,Sweater Ribbed,€ 141.72,Woman,Sweater,Wool,27.9,14.0,800.0,160.0,45.0,Hand wash,0.015,0.2,8.0,Cambodia,0.55,0.45,0.75,Fair Trade,0.2,,0.0,141.72
889,Patagonia,Sweater Ribbed,€ 141.72,Woman,Sweater,Recycled Cashmere,23.6,5.0,150.0,50.0,15.0,Hand wash,0.015,0.2,8.0,Cambodia,0.55,0.45,0.75,Fair Trade,0.2,,0.0,141.72
890,Penneys,Sweater Ribbed,€ 11.50,Woman,Sweater,Elastane,61.4,9.0,50.0,150.0,45.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,,0.0,,0.0,11.5
890,Penneys,Sweater Ribbed,€ 11.50,Woman,Sweater,Recycled Polyester,38.6,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,,0.0,,0.0,11.5
891,Penneys,Jumper Slim Fit,€ 18.71,Woman,Jumper,Recycled Cashmere,100.0,5.0,150.0,50.0,15.0,Hand wash,0.015,0.2,8.0,Thailand,0.45,0.35,0.55,,0.0,,0.0,18.71
892,H&M,Jumper Ribbed,€ 18.14,Woman,Jumper,Recycled Cashmere,29.4,5.0,150.0,50.0,15.0,Hand wash,0.015,0.2,8.0,Cambodia,0.55,0.45,0.75,,0.0,,0.0,18.14
892,H&M,Jumper Ribbed,€ 18.14,Woman,Jumper,Organic Cotton,70.6,3.2,1800.0,40.0,20.0,Hand wash,0.015,0.2,8.0,Cambodia,0.55,0.45,0.75,,0.0,,0.0,18.14
893,Patagonia,Sweater Ribbed,€ 208.25,Woman,Sweater,Recycled Cashmere,100.0,5.0,150.0,50.0,15.0,Hand wash,0.015,0.2,8.0,Italy,0.3,0.1,0.35,Fair Trade,0.2,Bluesign,0.2,208.25
894,Patagonia,Jumper Oversized,€ 229.36,Man,Jumper,Recycled Polyester,40.9,5.5,20.0,60.0,20.0,Hand wash,0.015,0.2,8.0,Bangladesh,0.55,0.45,0.7,Fair Trade,0.2,Bluesign,0.2,229.36
894,Patagonia,Jumper Oversized,€ 229.36,Man,Jumper,Elastane,42.6,9.0,50.0,150.0,45.0,Hand wash,0.015,0.2,8.0,Bangladesh,0.55,0.45,0.7,Fair Trade,0.2,Bluesign,0.2,229.36
894,Patagonia,Jumper Oversized,€ 229.36,Man,Jumper,Cashmere,16.5,30.0,700.0,200.0,60.0,Hand wash,0.015,0.2,8.0,Bangladesh,0.55,0.45,0.7,Fair Trade,0.2,Bluesign,0.2,229.36
895,Patagonia,Jacket Cropped,€ 155.85,Man,Jacket,Cotton,71.0,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,China,0.65,0.4,0.6,Fair Trade,0.2,Bluesign,0.2,155.85
895,Patagonia,Jacket Cropped,€ 155.85,Man,Jacket,Polyester,10.0,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,China,0.65,0.4,0.6,Fair Trade,0.2,Bluesign,0.2,155.85
895,Patagonia,Jacket Cropped,€ 155.85,Man,Jacket,Nylon,18.9,8.5,40.0,140.0,35.0,Machine wash 30°C,0.04,0.5,15.0,China,0.65,0.4,0.6,Fair Trade,0.2,Bluesign,0.2,155.85
896,Zara,Jumper Oversized,€ 35.22,Man,Jumper,Organic Cotton,100.0,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,Oeko-Tex 100,0.1,,0.0,35.22
897,Penneys,Jumper Textured,€ 15.98,Woman,Jumper,Organic Cotton,100.0,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,,0.0,,0.0,15.98
898,Penneys,Jacket Slim Fit,€ 42.77,Man,Jacket,Nylon,100.0,8.5,40.0,140.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,,0.0,,0.0,42.77
899,H&M,Jacket Asymmetric,€ 79.59,Woman,Jacket,Recycled Polyester,43.9,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,GRS,0.2,,0.0,79.59
899,H&M,Jacket Asymmetric,€ 79.59,Woman,Jacket,Recycled Nylon,56.1,5.0,20.0,70.0,18.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,GRS,0.2,,0.0,79.59
900,Patagonia,Sweater Textured,€ 108.66,Man,Sweater,Cotton,69.5,6.0,2700.0,55.0,40.0,Hand wash,0.015,0.2,8.0,Italy,0.3,0.1,0.35,Fair Trade,0.2,,0.0,108.66
900,Patagonia,Sweater Textured,€ 108.66,Man,Sweater,Wool,30.5,14.0,800.0,160.0,45.0,Hand wash,0.015,0.2,8.0,Italy,0.3,0.1,0.35,Fair Trade,0.2,,0.0,108.66
901,Penneys,Tshirt Textured,€ 8.99,Woman,Tshirt,Recycled Cotton,100.0,2.0,500.0,20.0,10.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,,0.0,,0.0,8.99
902,Penneys,Jumper Regular Fit,€ 17.83,Woman,Jumper,Merino Wool,100.0,16.0,900.0,170.0,48.0,Hand wash,0.015,0.2,8.0,China,0.65,0.4,0.6,,0.0,,0.0,17.83
903,Patagonia,Jacket Textured,€ 254.82,Woman,Jacket,Recycled Polyester,43.8,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Cambodia,0.55,0.45,0.75,Fair Trade,0.2,Bluesign,0.2,254.82
903,Patagonia,Jacket Textured,€ 254.82,Woman,Jacket,Recycled Nylon,15.8,5.0,20.0,70.0,18.0,Machine wash 30°C,0.04,0.5,15.0,Cambodia,0.55,0.45,0.75,Fair Trade,0.2,Bluesign,0.2,254.82
903,Patagonia,Jacket Textured,€ 254.82,Woman,Jacket,Nylon,40.4,8.5,40.0,140.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Cambodia,0.55,0.45,0.75,Fair Trade,0.2,Bluesign,0.2,254.82
904,Patagonia,Sweater Textured,€ 161.74,Woman,Sweater,Recycled Acrylic,100.0,3.5,15.0,55.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,Fair Trade,0.2,,0.0,161.74
905,Penneys,Jumper Textured,€ 14.77,Man,Jumper,Wool,10.6,14.0,800.0,160.0,45.0,Hand wash,0.015,0.2,8.0,China,0.65,0.4,0.6,,0.0,,0.0,14.77
905,Penneys,Jumper Textured,€ 14.77,Man,Jumper,Merino Wool,41.4,16.0,900.0,170.0,48.0,Hand wash,0.015,0.2,8.0,China,0.65,0.4,0.6,,0.0,,0.0,14.77
905,Penneys,Jumper Textured,€ 14.77,Man,Jumper,Organic Cotton,48.0,3.2,1800.0,40.0,20.0,Hand wash,0.015,0.2,8.0,China,0.65,0.4,0.6,,0.0,,0.0,14.77
906,Patagonia,Jacket Textured,€ 186.32,Man,Jacket,Recycled Polyester,100.0,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,Fair Trade,0.2,,0.0,186.32
907,Zara,Jacket Ribbed,€ 80.21,Woman,Jacket,Recycled Polyester,100.0,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,,0.0,,0.0,80.21
908,H&M,Jumper Cropped,€ 33.98,Man,Jumper,Elastane,100.0,9.0,50.0,150.0,45.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,,0.0,,0.0,33.98
909,Zara,Tshirt Oversized,€ 11.71,Woman,Tshirt,Cotton,100.0,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,BCI Cotton,0.05,,0.0,11.71
910,Patagonia,Tshirt Asymmetric,€ 37.75,Woman,Tshirt,Organic Cotton,100.0,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,China,0.65,0.4,0.6,Fair Trade,0.2,Bluesign,0.2,37.75
911,Penneys,Jacket Slim Fit,€ 37.71,Man,Jacket,Nylon,100.0,8.5,40.0,140.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,,0.0,,0.0,37.71
912,Penneys,Jumper Oversized,€ 19.31,Man,Jumper,Merino Wool,8.8,16.0,900.0,170.0,48.0,Hand wash,0.015,0.2,8.0,China,0.65,0.4,0.6,,0.0,,0.0,19.31
912,Penneys,Jumper Oversized,€ 19.31,Man,Jumper,Wool,67.5,14.0,800.0,160.0,45.0,Hand wash,0.015,0.2,8.0,China,0.65,0.4,0.6,,0.0,,0.0,19.31
912,Penneys,Jumper Oversized,€ 19.31,Man,Jumper,Cotton,23.7,6.0,2700.0,55.0,40.0,Hand wash,0.015,0.2,8.0,China,0.65,0.4,0.6,,0.0,,0.0,19.31
913,Patagonia,Jumper Asymmetric,€ 190.29,Man,Jumper,Elastane,100.0,9.0,50.0,150.0,45.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,Fair Trade,0.2,Bluesign,0.2,190.29
914,Patagonia,Jacket Textured,€ 163.23,Man,Jacket,Cotton,100.0,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,China,0.65,0.4,0.6,Fair Trade,0.2,Bluesign,0.2,163.23
915,Penneys,Jacket Ribbed,€ 33.20,Man,Jacket,Recycled Nylon,100.0,5.0,20.0,70.0,18.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,,0.0,,0.0,33.2
916,H&M,Jacket Oversized,€ 58.39,Woman,Jacket,Recycled Polyester,1.4,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Cambodia,0.55,0.45,0.75,GRS,0.2,,0.0,58.39
916,H&M,Jacket Oversized,€ 58.39,Woman,Jacket,Recycled Nylon,98.6,5.0,20.0,70.0,18.0,Machine wash 30°C,0.04,0.5,15.0,Cambodia,0.55,0.45,0.75,GRS,0.2,,0.0,58.39
917,Patagonia,Jumper Slim Fit,€ 243.26,Man,Jumper,Recycled Cashmere,100.0,5.0,150.0,50.0,15.0,Hand wash,0.015,0.2,8.0,Cambodia,0.55,0.45,0.75,Fair Trade,0.2,Bluesign,0.2,243.26
918,H&M,Tshirt Slim Fit,€ 19.90,Woman,Tshirt,Lyocell,16.6,3.0,200.0,45.0,15.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,19.9
918,H&M,Tshirt Slim Fit,€ 19.90,Woman,Tshirt,Elastane,70.8,9.0,50.0,150.0,45.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,19.9
918,H&M,Tshirt Slim Fit,€ 19.90,Woman,Tshirt,Recycled Cotton,12.5,2.0,500.0,20.0,10.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,19.9
919,Penneys,Jacket Textured,€ 18.69,Woman,Jacket,Recycled Nylon,100.0,5.0,20.0,70.0,18.0,Machine wash 30°C,0.04,0.5,15.0,Cambodia,0.55,0.45,0.75,,0.0,,0.0,18.69
920,H&M,Sweater Cropped,€ 20.60,Woman,Sweater,Recycled Polyester,100.0,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,GRS,0.2,,0.0,20.6
921,Zara,Jumper Oversized,€ 24.63,Woman,Jumper,Elastane,100.0,9.0,50.0,150.0,45.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,Oeko-Tex 100,0.1,,0.0,24.63
922,Penneys,Jumper Cropped,€ 13.33,Man,Jumper,Elastane,100.0,9.0,50.0,150.0,45.0,Machine wash 30°C,0.04,0.5,15.0,China,0.65,0.4,0.6,,0.0,,0.0,13.33
923,Zara,Jacket Slim Fit,€ 65.57,Man,Jacket,Acrylic,100.0,6.0,30.0,110.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,Oeko-Tex 100,0.1,,0.0,65.57
924,Patagonia,Tshirt Regular Fit,€ 73.36,Man,Tshirt,Organic Cotton,32.9,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,Fair Trade,0.2,Bluesign,0.2,73.36
924,Patagonia,Tshirt Regular Fit,€ 73.36,Man,Tshirt,Lyocell,41.1,3.0,200.0,45.0,15.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,Fair Trade,0.2,Bluesign,0.2,73.36
924,Patagonia,Tshirt Regular Fit,€ 73.36,Man,Tshirt,Recycled Cotton,26.0,2.0,500.0,20.0,10.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,Fair Trade,0.2,Bluesign,0.2,73.36
925,Penneys,Jumper Textured,€ 19.31,Woman,Jumper,Merino Wool,100.0,16.0,900.0,170.0,48.0,Hand wash,0.015,0.2,8.0,Portugal,0.25,0.1,0.3,,0.0,,0.0,19.31
926,Penneys,Jacket Textured,€ 39.86,Man,Jacket,Polyester,39.9,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,,0.0,,0.0,39.86
926,Penneys,Jacket Textured,€ 39.86,Man,Jacket,Nylon,33.2,8.5,40.0,140.0,35.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,,0.0,,0.0,39.86
926,Penneys,Jacket Textured,€ 39.86,Man,Jacket,Recycled Polyester,26.9,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,,0.0,,0.0,39.86
927,Zara,Jumper Textured,€ 49.43,Woman,Jumper,Cashmere,34.1,30.0,700.0,200.0,60.0,Hand wash,0.015,0.2,8.0,Thailand,0.45,0.35,0.55,,0.0,,0.0,49.43
927,Zara,Jumper Textured,€ 49.43,Woman,Jumper,Wool,22.8,14.0,800.0,160.0,45.0,Hand wash,0.015,0.2,8.0,Thailand,0.45,0.35,0.55,,0.0,,0.0,49.43
927,Zara,Jumper Textured,€ 49.43,Woman,Jumper,Recycled Polyester,43.1,5.5,20.0,60.0,20.0,Hand wash,0.015,0.2,8.0,Thailand,0.45,0.35,0.55,,0.0,,0.0,49.43
928,Patagonia,Sweater Cropped,€ 158.70,Woman,Sweater,Recycled Cashmere,3.1,5.0,150.0,50.0,15.0,Hand wash,0.015,0.2,8.0,Cambodia,0.55,0.45,0.75,Fair Trade,0.2,Bluesign,0.2,158.7
928,Patagonia,Sweater Cropped,€ 158.70,Woman,Sweater,Organic Cotton,31.0,3.2,1800.0,40.0,20.0,Hand wash,0.015,0.2,8.0,Cambodia,0.55,0.45,0.75,Fair Trade,0.2,Bluesign,0.2,158.7
928,Patagonia,Sweater Cropped,€ 158.70,Woman,Sweater,Recycled Polyester,65.8,5.5,20.0,60.0,20.0,Hand wash,0.015,0.2,8.0,Cambodia,0.55,0.45,0.75,Fair Trade,0.2,Bluesign,0.2,158.7
929,Penneys,Tshirt Cropped,€ 11.41,Man,Tshirt,Recycled Cotton,100.0,2.0,500.0,20.0,10.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,,0.0,,0.0,11.41
930,Patagonia,Jacket Oversized,€ 326.36,Woman,Jacket,Wool,74.4,14.0,800.0,160.0,45.0,Hand wash,0.015,0.2,8.0,Vietnam,0.45,0.35,0.55,Fair Trade,0.2,Bluesign,0.2,326.36
930,Patagonia,Jacket Oversized,€ 326.36,Woman,Jacket,Cotton,25.6,6.0,2700.0,55.0,40.0,Hand wash,0.015,0.2,8.0,Vietnam,0.45,0.35,0.55,Fair Trade,0.2,Bluesign,0.2,326.36
931,H&M,Jumper Slim Fit,€ 38.76,Man,Jumper,Recycled Acrylic,61.3,3.5,15.0,55.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,38.76
